711674049,1
130204799,2
527760767,3
279696459,4
309884552,5
639845626,6
545292431,7
555817249,8
475780090,9
194598261,10
287410019,11
459193244,12
264592512,13
278762366,14
909846938,15
209607629,16
287180984,17
841504229,18
667345586,19
189591545,20
241499150,21
575056869,22
206739820,23
326463194,24
442636206,25
365788818,26
251383166,27
424907364,28
362367886,29
652990979,30
755460840,31
234941604,32
533984400,33
387032509,34
512206751,35
897446361,36
283063077,37
742043037,38
115856792,39
542622300,40
892631805,41
856258253,42
822058190,43
488995534,44
420567472,45
410379631,46
933120933,47
811847382,48
417300368,49
707876831,50
100417552,51
123783243,52
860385064,53
379981735,54
242420904,55
949304019,56
222289503,57
232528469,58
771454115,59
600457979,60
204795031,61
431441136,62
829335088,63
831376681,64
593625146,65
271675878,66
663110893,67
794233622,68
850322288,69
807131794,70
836850449,71
359734367,72
597932224,73
126089995,74
949241985,75
804268179,76
202301364,77
170221347,78
123816463,79
554209493,80
697567180,81
906705777,82
794983031,83
784885597,84
391549568,85
172454180,86
565574584,87
887186631,88
311436333,89
942531631,90
906938249,91
965245760,92
723302360,93
817915770,94
122425054,95
692590327,96
517564136,97
101495923,98
267232002,99
226250580,100
654290206,101
890244772,102
528562289,103
296177144,104
982474340,105
594763388,106
120066388,107
457420496,108
343262278,109
663176583,110
387551881,111
377484509,112
162234982,113
225359937,114
440391749,115
378993085,116
202352134,117
175460303,118
630496215,119
865027937,120
942600250,121
922387249,122
699914395,123
744534384,124
131923389,125
269456559,126
902130245,127
269773403,128
658612109,129
561073268,130
303841926,131
579110877,132
365134334,133
964818968,134
345405057,135
382142786,136
845876455,137
733169093,138
335252062,139
226652098,140
801619631,141
335998916,142
353036456,143
395279124,144
355931243,145
372641434,146
440952372,147
928566760,148
828181564,149
853640407,150
130798343,151
260346511,152
238983850,153
122333246,154
303194399,155
879082743,156
163145480,157
413112491,158
368989654,159
378931882,160
457157145,161
676425307,162
257684864,163
980404894,164
524507305,165
371485610,166
414680696,167
386046178,168
804514497,169
400492311,170
498480189,171
426016148,172
233784868,173
649841883,174
199921162,175
229697413,176
909408637,177
611869311,178
549300181,179
535116718,180
478312638,181
320890240,182
869219567,183
